ticketNo,confirmationNo,travelDocument,seatNo,flightNo,departureDate
5471,2736,16780120-3824,3E,R4629,2020-03-16
5472,2736,16910501-5979,3F,R4629,2020-03-16
5473,2737,16641007-4782,1A,B3310,2020-10-19
5474,2737,16920216-8358,1B,B3310,2020-10-19
5475,2738,16550923-8845,1C,B3310,2020-10-19
5476,2738,16580430-8590,1D,B3310,2020-10-19
5477,2739,16450226-1243,1E,B3310,2020-10-19
5478,2739,16500402-9038,1F,B3310,2020-10-19
5479,2740,16910501-5979,2A,B3310,2020-10-19
5480,2740,16111009-2648,2B,B3310,2020-10-19
5481,2741,16101007-7111,2C,B3310,2020-10-19
5482,2741,16600221-0950,2D,B3310,2020-10-19
5483,2742,16711124-7495,2E,B3310,2020-10-19
5484,2742,16271225-4412,2F,B3310,2020-10-19
5485,2743,16351006-8632,3A,B3310,2020-10-19
5486,2743,16150310-2319,3B,B3310,2020-10-19
5487,2744,16400921-6765,3C,B3310,2020-10-19
5488,2744,16910606-5783,3D,B3310,2020-10-19
5489,2745,16440526-2314,3E,B3310,2020-10-19
5490,2745,16520915-2577,3F,B3310,2020-10-19
5491,2746,16600221-0950,1A,2W657,2020-02-16
5492,2746,16761025-0172,1B,2W657,2020-02-16
5493,2747,16490904-1982,1C,2W657,2020-02-16
5494,2747,16580430-8590,1D,2W657,2020-02-16
5495,2748,16090327-1120,1E,2W657,2020-02-16
5496,2748,16991015-1423,1F,2W657,2020-02-16
5497,2749,16430425-9379,2A,2W657,2020-02-16
5498,2749,16910613-5115,2B,2W657,2020-02-16
5499,2750,16060510-0759,2C,2W657,2020-02-16
5500,2750,16520703-3324,2D,2W657,2020-02-16
5501,2751,16190219-6698,2E,2W657,2020-02-16
5502,2751,16780120-3824,2F,2W657,2020-02-16
5503,2752,16040530-9543,3A,2W657,2020-02-16
5504,2752,16161111-3711,3B,2W657,2020-02-16
5505,2753,16101008-5239,3C,2W657,2020-02-16
5506,2753,16680307-1361,3D,2W657,2020-02-16
5507,2754,16940122-5850,3E,2W657,2020-02-16
5508,2754,16990322-0029,3F,2W657,2020-02-16
5509,2755,16920216-8358,1A,KH832,2020-06-05
5510,2755,16261029-9600,1B,KH832,2020-06-05
5511,2756,16191226-6457,1C,KH832,2020-06-05
5512,2756,16780120-3824,1D,KH832,2020-06-05
5513,2757,16960109-5889,1E,KH832,2020-06-05
5514,2757,16140805-3104,1F,KH832,2020-06-05
5515,2758,16061230-7694,2A,KH832,2020-06-05
5516,2758,16451017-8900,2B,KH832,2020-06-05
5517,2759,16150423-5282,2C,KH832,2020-06-05
5518,2759,16000228-9684,2D,KH832,2020-06-05
5519,2760,16980712-2024,2E,KH832,2020-06-05
5520,2760,16410417-1642,2F,KH832,2020-06-05
5521,2761,16190219-6698,3A,KH832,2020-06-05
5522,2761,16500402-9038,3B,KH832,2020-06-05
5523,2762,16170930-1624,3C,KH832,2020-06-05
5524,2762,16891029-9851,3D,KH832,2020-06-05
5525,2763,16800517-6485,3E,KH832,2020-06-05
5526,2763,16360928-2953,3F,KH832,2020-06-05
5527,2764,16890806-7732,1A,RL283,2020-06-30
5528,2764,16810114-0682,1B,RL283,2020-06-30
5529,2765,16520915-2577,1C,RL283,2020-06-30
5530,2765,16890717-8282,1D,RL283,2020-06-30
5531,2766,16451017-8900,1E,RL283,2020-06-30
5532,2766,16190219-6698,1F,RL283,2020-06-30
5533,2767,16490621-7072,2A,RL283,2020-06-30
5534,2767,16160922-8588,2B,RL283,2020-06-30
5535,2768,16870912-4617,2C,RL283,2020-06-30
5536,2768,16060510-0759,2D,RL283,2020-06-30
5537,2769,16101008-5239,2E,RL283,2020-06-30
5538,2769,16060325-8625,2F,RL283,2020-06-30
5539,2770,16580430-8590,3A,RL283,2020-06-30
5540,2770,16711124-7495,3B,RL283,2020-06-30
5541,2771,16070614-5166,3C,RL283,2020-06-30
5542,2771,16910613-5115,3D,RL283,2020-06-30
5543,2772,16850904-0880,3E,RL283,2020-06-30
5544,2772,16050604-5038,3F,RL283,2020-06-30
5545,2773,16581104-5979,1A,TF242,2020-08-01
5546,2773,16110206-6022,1B,TF242,2020-08-01
5547,2774,16271225-4412,1C,TF242,2020-08-01
5548,2774,16870127-4261,1D,TF242,2020-08-01
5549,2775,16090903-1809,1E,TF242,2020-08-01
5550,2775,16060325-8625,1F,TF242,2020-08-01
5551,2776,16340528-0565,2A,TF242,2020-08-01
5552,2776,16960109-5889,2B,TF242,2020-08-01
5553,2777,16160922-8588,2C,TF242,2020-08-01
5554,2777,16090703-4078,2D,TF242,2020-08-01
5555,2778,16381206-7498,2E,TF242,2020-08-01
5556,2778,16101008-5239,2F,TF242,2020-08-01
5557,2779,16450413-7565,3A,TF242,2020-08-01
5558,2779,16581130-0689,3B,TF242,2020-08-01
5559,2780,16670311-9898,3C,TF242,2020-08-01
5560,2780,16891029-9851,3D,TF242,2020-08-01
5561,2781,16050402-0173,3E,TF242,2020-08-01
5562,2781,16490904-1982,3F,TF242,2020-08-01
5563,2782,16560308-7742,1A,KE878,2020-06-14
5564,2782,16850904-0880,1B,KE878,2020-06-14
5565,2783,16000228-9684,1C,KE878,2020-06-14
5566,2783,16101008-5239,1D,KE878,2020-06-14
5567,2784,16490904-1982,1E,KE878,2020-06-14
5568,2784,16910613-5115,1F,KE878,2020-06-14
5569,2785,16680307-1361,2A,KE878,2020-06-14
5570,2785,16890717-8282,2B,KE878,2020-06-14
5571,2786,16400921-6765,2C,KE878,2020-06-14
5572,2786,16150423-5282,2D,KE878,2020-06-14
5573,2787,16070614-5166,2E,KE878,2020-06-14
5574,2787,16870127-4261,2F,KE878,2020-06-14
5575,2788,16111009-2648,3A,KE878,2020-06-14
5576,2788,16160922-8588,3B,KE878,2020-06-14
5577,2789,16600221-0950,3C,KE878,2020-06-14
5578,2789,16271225-4412,3D,KE878,2020-06-14
5579,2790,16480502-9560,3E,KE878,2020-06-14
5580,2790,16260227-4298,3F,KE878,2020-06-14
5581,2791,16650229-7226,1A,5Q708,2020-10-14
5582,2791,16410417-1642,1B,5Q708,2020-10-14
5583,2792,16581104-5979,1C,5Q708,2020-10-14
5584,2792,16870912-4617,1D,5Q708,2020-10-14
5585,2793,16670311-9898,1E,5Q708,2020-10-14
5586,2793,16870429-5081,1F,5Q708,2020-10-14
5587,2794,16520915-2577,2A,5Q708,2020-10-14
5588,2794,16840928-5155,2B,5Q708,2020-10-14
5589,2795,16581130-0689,2C,5Q708,2020-10-14
5590,2795,16430425-9379,2D,5Q708,2020-10-14
5591,2796,16160304-0336,2E,5Q708,2020-10-14
5592,2796,16381206-7498,2F,5Q708,2020-10-14
5593,2797,16090903-1809,3A,5Q708,2020-10-14
5594,2797,16480502-9560,3B,5Q708,2020-10-14
5595,2798,16580718-5201,3C,5Q708,2020-10-14
5596,2798,16910613-5115,3D,5Q708,2020-10-14
5597,2799,16060325-8625,3E,5Q708,2020-10-14
5598,2799,16580430-8590,3F,5Q708,2020-10-14
5599,2800,16480502-9560,1A,7K391,2020-09-21
5600,2800,16581104-5979,1B,7K391,2020-09-21
5601,2801,16850904-0880,1C,7K391,2020-09-21
5602,2801,16261029-9600,1D,7K391,2020-09-21
5603,2802,16410417-1642,1E,7K391,2020-09-21
5604,2802,16150423-5282,1F,7K391,2020-09-21
5605,2803,16520915-2577,2A,7K391,2020-09-21
5606,2803,16191226-6457,2B,7K391,2020-09-21
5607,2804,16090327-1120,2C,7K391,2020-09-21
5608,2804,16940122-5850,2D,7K391,2020-09-21
5609,2805,16550923-8845,2E,7K391,2020-09-21
5610,2805,16910606-5783,2F,7K391,2020-09-21
5611,2806,16381206-7498,3A,7K391,2020-09-21
5612,2806,16860723-8055,3B,7K391,2020-09-21
5613,2807,16450413-7565,3C,7K391,2020-09-21
5614,2807,16650229-7226,3D,7K391,2020-09-21
5615,2808,16010823-3214,3E,7K391,2020-09-21
5616,2808,16070614-5166,3F,7K391,2020-09-21
5617,2809,16860723-8055,1A,R7799,2020-08-13
5618,2809,16910501-5979,1B,R7799,2020-08-13
5619,2810,16110206-6022,1C,R7799,2020-08-13
5620,2810,16120511-2749,1D,R7799,2020-08-13
5621,2811,16890717-8282,1E,R7799,2020-08-13
5622,2811,16060325-8625,1F,R7799,2020-08-13
5623,2812,16670111-8249,2A,R7799,2020-08-13
5624,2812,16610515-2992,2B,R7799,2020-08-13
5625,2813,16520915-2577,2C,R7799,2020-08-13
5626,2813,16090903-1809,2D,R7799,2020-08-13
5627,2814,16191226-6457,2E,R7799,2020-08-13
5628,2814,16070614-5166,2F,R7799,2020-08-13
5629,2815,16090703-4078,3A,R7799,2020-08-13
5630,2815,16560308-7742,3B,R7799,2020-08-13
5631,2816,16870127-4261,3C,R7799,2020-08-13
5632,2816,16261029-9600,3D,R7799,2020-08-13
5633,2817,16490904-1982,3E,R7799,2020-08-13
5634,2817,16550923-8845,3F,R7799,2020-08-13
5635,2818,16480502-9560,1A,GY773,2020-06-29
5636,2818,16850904-0880,1B,GY773,2020-06-29
5637,2819,16261029-9600,1C,GY773,2020-06-29
5638,2819,16491201-6724,1D,GY773,2020-06-29
5639,2820,16400921-6765,1E,GY773,2020-06-29
5640,2820,16650229-7226,1F,GY773,2020-06-29
5641,2821,16450413-7565,2A,GY773,2020-06-29
5642,2821,16060325-8625,2B,GY773,2020-06-29
5643,2822,16580718-5201,2C,GY773,2020-06-29
5644,2822,16430425-9379,2D,GY773,2020-06-29
5645,2823,16120511-2749,2E,GY773,2020-06-29
5646,2823,16351006-8632,2F,GY773,2020-06-29
5647,2824,16191226-6457,3A,GY773,2020-06-29
5648,2824,16450226-1243,3B,GY773,2020-06-29
5649,2825,16581130-0689,3C,GY773,2020-06-29
5650,2825,16500402-9038,3D,GY773,2020-06-29
5651,2826,16451017-8900,3E,GY773,2020-06-29
5652,2826,16090327-1120,3F,GY773,2020-06-29
5653,2827,16870601-4985,1A,7O72,2020-08-07
5654,2827,16470315-5103,1B,7O72,2020-08-07
5655,2828,16191226-6457,1C,7O72,2020-08-07
5656,2828,16490621-7072,1D,7O72,2020-08-07
5657,2829,16891219-7517,1E,7O72,2020-08-07
5658,2829,16360709-1679,1F,7O72,2020-08-07
5659,2830,16140805-3104,2A,7O72,2020-08-07
5660,2830,16090903-1809,2B,7O72,2020-08-07
5661,2831,16430425-9379,2C,7O72,2020-08-07
5662,2831,16600221-0950,2D,7O72,2020-08-07
5663,2832,16590402-3420,2E,7O72,2020-08-07
5664,2832,16800517-6485,2F,7O72,2020-08-07
5665,2833,16381206-7498,3A,7O72,2020-08-07
5666,2833,16400921-6765,3B,7O72,2020-08-07
5667,2834,16680307-1361,3C,7O72,2020-08-07
5668,2834,16040530-9543,3D,7O72,2020-08-07
5669,2835,16160922-8588,3E,7O72,2020-08-07
5670,2835,16101008-5239,3F,7O72,2020-08-07
5671,2836,16590402-3420,1A,8F260,2020-07-31
5672,2836,16031229-8268,1B,8F260,2020-07-31
5673,2837,16450226-1243,1C,8F260,2020-07-31
5674,2837,16550923-8845,1D,8F260,2020-07-31
5675,2838,16410417-1642,1E,8F260,2020-07-31
5676,2838,16840928-5155,1F,8F260,2020-07-31
5677,2839,16090703-4078,2A,8F260,2020-07-31
5678,2839,16870912-4617,2B,8F260,2020-07-31
5679,2840,16360709-1679,2C,8F260,2020-07-31
5680,2840,16101007-7111,2D,8F260,2020-07-31
5681,2841,16910501-5979,2E,8F260,2020-07-31
5682,2841,16761025-0172,2F,8F260,2020-07-31
5683,2842,16490305-3546,3A,8F260,2020-07-31
5684,2842,16510109-6732,3B,8F260,2020-07-31
5685,2843,16580718-5201,3C,8F260,2020-07-31
5686,2843,16940122-5850,3D,8F260,2020-07-31
5687,2844,16960109-5889,3E,8F260,2020-07-31
5688,2844,16930417-0237,3F,8F260,2020-07-31
5689,2845,16060510-0759,1A,E2100,2020-08-22
5690,2845,16120511-2749,1B,E2100,2020-08-22
5691,2846,16190219-6698,1C,E2100,2020-08-22
5692,2846,16410417-1642,1D,E2100,2020-08-22
5693,2847,16960109-5889,1E,E2100,2020-08-22
5694,2847,16641007-4782,1F,E2100,2020-08-22
5695,2848,16150310-2319,2A,E2100,2020-08-22
5696,2848,16360928-2953,2B,E2100,2020-08-22
5697,2849,16271225-4412,2C,E2100,2020-08-22
5698,2849,16101008-5239,2D,E2100,2020-08-22
5699,2850,16031229-8268,2E,E2100,2020-08-22
5700,2850,16470315-5103,2F,E2100,2020-08-22
5701,2851,16810114-0682,3A,E2100,2020-08-22
5702,2851,16430425-9379,3B,E2100,2020-08-22
5703,2852,16090903-1809,3C,E2100,2020-08-22
5704,2852,16870601-4985,3D,E2100,2020-08-22
5705,2853,16850904-0880,3E,E2100,2020-08-22
5706,2853,16450226-1243,3F,E2100,2020-08-22
5707,2854,16500402-9038,1A,SX41,2020-04-21
5708,2854,16050604-5038,1B,SX41,2020-04-21
5709,2855,16991015-1423,1C,SX41,2020-04-21
5710,2855,16040530-9543,1D,SX41,2020-04-21
5711,2856,16990322-0029,1E,SX41,2020-04-21
5712,2856,16610515-2992,1F,SX41,2020-04-21
5713,2857,16980712-2024,2A,SX41,2020-04-21
5714,2857,16940122-5850,2B,SX41,2020-04-21
5715,2858,16010823-3214,2C,SX41,2020-04-21
5716,2858,16560308-7742,2D,SX41,2020-04-21
5717,2859,16470315-5103,2E,SX41,2020-04-21
5718,2859,16161111-3711,2F,SX41,2020-04-21
5719,2860,16670311-9898,3A,SX41,2020-04-21
5720,2860,16670111-8249,3B,SX41,2020-04-21
5721,2861,16070614-5166,3C,SX41,2020-04-21
5722,2861,16930417-0237,3D,SX41,2020-04-21
5723,2862,16600221-0950,3E,SX41,2020-04-21
5724,2862,16960109-5889,3F,SX41,2020-04-21
5725,2863,16581104-5979,1A,BT282,2020-08-18
5726,2863,16810114-0682,1B,BT282,2020-08-18
5727,2864,16520703-3324,1C,BT282,2020-08-18
5728,2864,16780120-3824,1D,BT282,2020-08-18
5729,2865,16050604-5038,1E,BT282,2020-08-18
5730,2865,16271225-4412,1F,BT282,2020-08-18
5731,2866,16891219-7517,2A,BT282,2020-08-18
5732,2866,16110206-6022,2B,BT282,2020-08-18
5733,2867,16160922-8588,2C,BT282,2020-08-18
5734,2867,16150423-5282,2D,BT282,2020-08-18
5735,2868,16670311-9898,2E,BT282,2020-08-18
5736,2868,16170930-1624,2F,BT282,2020-08-18
5737,2869,16340528-0565,3A,BT282,2020-08-18
5738,2869,16800517-6485,3B,BT282,2020-08-18
5739,2870,16580718-5201,3C,BT282,2020-08-18
5740,2870,16360928-2953,3D,BT282,2020-08-18
5741,2871,16870429-5081,3E,BT282,2020-08-18
5742,2871,16430425-9379,3F,BT282,2020-08-18
5743,2872,16870912-4617,1A,NH84,2020-11-19
5744,2872,16850904-0880,1B,NH84,2020-11-19
5745,2873,16150310-2319,1C,NH84,2020-11-19
5746,2873,16090703-4078,1D,NH84,2020-11-19
5747,2874,16490305-3546,1E,NH84,2020-11-19
5748,2874,16910501-5979,1F,NH84,2020-11-19
5749,2875,16600221-0950,2A,NH84,2020-11-19
5750,2875,16490904-1982,2B,NH84,2020-11-19
5751,2876,16450413-7565,2C,NH84,2020-11-19
5752,2876,16160922-8588,2D,NH84,2020-11-19
5753,2877,16550624-6338,2E,NH84,2020-11-19
5754,2877,16931205-5859,2F,NH84,2020-11-19
5755,2878,16580718-5201,3A,NH84,2020-11-19
5756,2878,16101008-5239,3B,NH84,2020-11-19
5757,2879,16131128-1933,3C,NH84,2020-11-19
5758,2879,16161111-3711,3D,NH84,2020-11-19
5759,2880,16610515-2992,3E,NH84,2020-11-19
5760,2880,16581104-5979,3F,NH84,2020-11-19
5761,2881,16890806-7732,1A,1C216,2020-02-03
5762,2881,16860723-8055,1B,1C216,2020-02-03
5763,2882,16060510-0759,1C,1C216,2020-02-03
5764,2882,16581104-5979,1D,1C216,2020-02-03
5765,2883,16590402-3420,1E,1C216,2020-02-03
5766,2883,16061230-7694,1F,1C216,2020-02-03
5767,2884,16440526-2314,2A,1C216,2020-02-03
5768,2884,16520915-2577,2B,1C216,2020-02-03
5769,2885,16031229-8268,2C,1C216,2020-02-03
5770,2885,16560308-7742,2D,1C216,2020-02-03
5771,2886,16050402-0173,2E,1C216,2020-02-03
5772,2886,16430425-9379,2F,1C216,2020-02-03
5773,2887,16480502-9560,3A,1C216,2020-02-03
5774,2887,16070614-5166,3B,1C216,2020-02-03
5775,2888,16650229-7226,3C,1C216,2020-02-03
5776,2888,16000228-9684,3D,1C216,2020-02-03
5777,2889,16660906-5948,3E,1C216,2020-02-03
5778,2889,16550624-6338,3F,1C216,2020-02-03
5779,2890,16110206-6022,1A,UW862,2020-07-27
5780,2890,16381206-7498,1B,UW862,2020-07-27
5781,2891,16060325-8625,1C,UW862,2020-07-27
5782,2891,16060510-0759,1D,UW862,2020-07-27
5783,2892,16271225-4412,1E,UW862,2020-07-27
5784,2892,16090703-4078,1F,UW862,2020-07-27
5785,2893,16650229-7226,2A,UW862,2020-07-27
5786,2893,16480502-9560,2B,UW862,2020-07-27
5787,2894,16580718-5201,2C,UW862,2020-07-27
5788,2894,16890806-7732,2D,UW862,2020-07-27
5789,2895,16990322-0029,2E,UW862,2020-07-27
5790,2895,16520703-3324,2F,UW862,2020-07-27
5791,2896,16191226-6457,3A,UW862,2020-07-27
5792,2896,16140805-3104,3B,UW862,2020-07-27
5793,2897,16600221-0950,3C,UW862,2020-07-27
5794,2897,16430425-9379,3D,UW862,2020-07-27
5795,2898,16400921-6765,3E,UW862,2020-07-27
5796,2898,16890717-8282,3F,UW862,2020-07-27
5797,2899,16000228-9684,1A,E2236,2020-07-29
5798,2899,16940122-5850,1B,E2236,2020-07-29
5799,2900,16870912-4617,1C,E2236,2020-07-29
5800,2900,16451017-8900,1D,E2236,2020-07-29
5801,2901,16120511-2749,1E,E2236,2020-07-29
5802,2901,16260227-4298,1F,E2236,2020-07-29
5803,2902,16500402-9038,2A,E2236,2020-07-29
5804,2902,16800517-6485,2B,E2236,2020-07-29
5805,2903,16670111-8249,2C,E2236,2020-07-29
5806,2903,16360928-2953,2D,E2236,2020-07-29
5807,2904,16340528-0565,2E,E2236,2020-07-29
5808,2904,16890806-7732,2F,E2236,2020-07-29
5809,2905,16550624-6338,3A,E2236,2020-07-29
5810,2905,16261029-9600,3B,E2236,2020-07-29
5811,2906,16031229-8268,3C,E2236,2020-07-29
5812,2906,16931205-5859,3D,E2236,2020-07-29
5813,2907,16870127-4261,3E,E2236,2020-07-29
5814,2907,16980712-2024,3F,E2236,2020-07-29
5815,2908,16161111-3711,1A,HY926,2020-09-04
5816,2908,16590402-3420,1B,HY926,2020-09-04
5817,2909,16740903-9638,1C,HY926,2020-09-04
5818,2909,16450226-1243,1D,HY926,2020-09-04
5819,2910,16711124-7495,1E,HY926,2020-09-04
5820,2910,16060510-0759,1F,HY926,2020-09-04
5821,2911,16490621-7072,2A,HY926,2020-09-04
5822,2911,16100528-7683,2B,HY926,2020-09-04
5823,2912,16440526-2314,2C,HY926,2020-09-04
5824,2912,16050402-0173,2D,HY926,2020-09-04
5825,2913,16780520-7797,2E,HY926,2020-09-04
5826,2913,16891029-9851,2F,HY926,2020-09-04
5827,2914,16991015-1423,3A,HY926,2020-09-04
5828,2914,16610515-2992,3B,HY926,2020-09-04
5829,2915,16261029-9600,3C,HY926,2020-09-04
5830,2915,16980712-2024,3D,HY926,2020-09-04
5831,2916,16680307-1361,3E,HY926,2020-09-04
5832,2916,16810114-0682,3F,HY926,2020-09-04
5833,2917,16340528-0565,1A,MF233,2020-03-27
5834,2917,16031229-8268,1B,MF233,2020-03-27
5835,2918,16780120-3824,1C,MF233,2020-03-27
5836,2918,16351006-8632,1D,MF233,2020-03-27
5837,2919,16680307-1361,1E,MF233,2020-03-27
5838,2919,16660906-5948,1F,MF233,2020-03-27
5839,2920,16450413-7565,2A,MF233,2020-03-27
5840,2920,16600221-0950,2B,MF233,2020-03-27
5841,2921,16891219-7517,2C,MF233,2020-03-27
5842,2921,16520703-3324,2D,MF233,2020-03-27
5843,2922,16580718-5201,2E,MF233,2020-03-27
5844,2922,16550624-6338,2F,MF233,2020-03-27
5845,2923,16360928-2953,3A,MF233,2020-03-27
5846,2923,16060510-0759,3B,MF233,2020-03-27
5847,2924,16360709-1679,3C,MF233,2020-03-27
5848,2924,16490621-7072,3D,MF233,2020-03-27
5849,2925,16061230-7694,3E,MF233,2020-03-27
5850,2925,16490904-1982,3F,MF233,2020-03-27
5851,2926,16850904-0880,1A,LM241,2020-10-16
5852,2926,16480502-9560,1B,LM241,2020-10-16
5853,2927,16870601-4985,1C,LM241,2020-10-16
5854,2927,16090327-1120,1D,LM241,2020-10-16
5855,2928,16271225-4412,1E,LM241,2020-10-16
5856,2928,16451017-8900,1F,LM241,2020-10-16
5857,2929,16940122-5850,2A,LM241,2020-10-16
5858,2929,16800517-6485,2B,LM241,2020-10-16
5859,2930,16160922-8588,2C,LM241,2020-10-16
5860,2930,16110206-6022,2D,LM241,2020-10-16
5861,2931,16500402-9038,2E,LM241,2020-10-16
5862,2931,16580430-8590,2F,LM241,2020-10-16
5863,2932,16711124-7495,3A,LM241,2020-10-16
5864,2932,16050402-0173,3B,LM241,2020-10-16
5865,2933,16670311-9898,3C,LM241,2020-10-16
5866,2933,16650229-7226,3D,LM241,2020-10-16
5867,2934,16990322-0029,3E,LM241,2020-10-16
5868,2934,16581104-5979,3F,LM241,2020-10-16
5869,2935,16490904-1982,1A,MS709,2020-11-06
5870,2935,16090903-1809,1B,MS709,2020-11-06
5871,2936,16360928-2953,1C,MS709,2020-11-06
5872,2936,16761025-0172,1D,MS709,2020-11-06
5873,2937,16610515-2992,1E,MS709,2020-11-06
5874,2937,16910606-5783,1F,MS709,2020-11-06
5875,2938,16040530-9543,2A,MS709,2020-11-06
5876,2938,16271225-4412,2B,MS709,2020-11-06
5877,2939,16670311-9898,2C,MS709,2020-11-06
5878,2939,16891219-7517,2D,MS709,2020-11-06
5879,2940,16031229-8268,2E,MS709,2020-11-06
5880,2940,16160922-8588,2F,MS709,2020-11-06
5881,2941,16890717-8282,3A,MS709,2020-11-06
5882,2941,16381206-7498,3B,MS709,2020-11-06
5883,2942,16580718-5201,3C,MS709,2020-11-06
5884,2942,16990322-0029,3D,MS709,2020-11-06
5885,2943,16261029-9600,3E,MS709,2020-11-06
5886,2943,16940122-5850,3F,MS709,2020-11-06
5887,2944,16360709-1679,1A,QP266,2020-03-24
5888,2944,16440526-2314,1B,QP266,2020-03-24
5889,2945,16101007-7111,1C,QP266,2020-03-24
5890,2945,16131128-1933,1D,QP266,2020-03-24
5891,2946,16761025-0172,1E,QP266,2020-03-24
5892,2946,16520915-2577,1F,QP266,2020-03-24
5893,2947,16491201-6724,2A,QP266,2020-03-24
5894,2947,16070614-5166,2B,QP266,2020-03-24
5895,2948,16711124-7495,2C,QP266,2020-03-24
5896,2948,16660906-5948,2D,QP266,2020-03-24
5897,2949,16500402-9038,2E,QP266,2020-03-24
5898,2949,16010823-3214,2F,QP266,2020-03-24
5899,2950,16670311-9898,3A,QP266,2020-03-24
5900,2950,16170930-1624,3B,QP266,2020-03-24
5901,2951,16490621-7072,3C,QP266,2020-03-24
5902,2951,16890806-7732,3D,QP266,2020-03-24
5903,2952,16040530-9543,3E,QP266,2020-03-24
5904,2952,16090703-4078,3F,QP266,2020-03-24
5905,2953,16150310-2319,1A,J326,2020-03-09
5906,2953,16450226-1243,1B,J326,2020-03-09
5907,2954,16480502-9560,1C,J326,2020-03-09
5908,2954,16090703-4078,1D,J326,2020-03-09
5909,2955,16920609-4733,1E,J326,2020-03-09
5910,2955,16490621-7072,1F,J326,2020-03-09
5911,2956,16360709-1679,2A,J326,2020-03-09
5912,2956,16131128-1933,2B,J326,2020-03-09
5913,2957,16160922-8588,2C,J326,2020-03-09
5914,2957,16910501-5979,2D,J326,2020-03-09
5915,2958,16590402-3420,2E,J326,2020-03-09
5916,2958,16520703-3324,2F,J326,2020-03-09
5917,2959,16140805-3104,3A,J326,2020-03-09
5918,2959,16430425-9379,3B,J326,2020-03-09
5919,2960,16491201-6724,3C,J326,2020-03-09
5920,2960,16600221-0950,3D,J326,2020-03-09
5921,2961,16070614-5166,3E,J326,2020-03-09
5922,2961,16110206-6022,3F,J326,2020-03-09
5923,2962,16150423-5282,1A,H27,2020-11-04
5924,2962,16340528-0565,1B,H27,2020-11-04
5925,2963,16490305-3546,1C,H27,2020-11-04
5926,2963,16090903-1809,1D,H27,2020-11-04
5927,2964,16600221-0950,1E,H27,2020-11-04
5928,2964,16131128-1933,1F,H27,2020-11-04
5929,2965,16090703-4078,2A,H27,2020-11-04
5930,2965,16160304-0336,2B,H27,2020-11-04
5931,2966,16031229-8268,2C,H27,2020-11-04
5932,2966,16010823-3214,2D,H27,2020-11-04
5933,2967,16850904-0880,2E,H27,2020-11-04
5934,2967,16930417-0237,2F,H27,2020-11-04
5935,2968,16090327-1120,3A,H27,2020-11-04
5936,2968,16440526-2314,3B,H27,2020-11-04
5937,2969,16060510-0759,3C,H27,2020-11-04
5938,2969,16800517-6485,3D,H27,2020-11-04
5939,2970,16160922-8588,3E,H27,2020-11-04
5940,2970,16140805-3104,3F,H27,2020-11-04
5941,2971,16641007-4782,1A,UB179,2020-07-26
5942,2971,16050402-0173,1B,UB179,2020-07-26
5943,2972,16040530-9543,1C,UB179,2020-07-26
5944,2972,16360709-1679,1D,UB179,2020-07-26
5945,2973,16580430-8590,1E,UB179,2020-07-26
5946,2973,16931205-5859,1F,UB179,2020-07-26
5947,2974,16810114-0682,2A,UB179,2020-07-26
5948,2974,16140805-3104,2B,UB179,2020-07-26
5949,2975,16491201-6724,2C,UB179,2020-07-26
5950,2975,16680307-1361,2D,UB179,2020-07-26
5951,2976,16870912-4617,2E,UB179,2020-07-26
5952,2976,16111009-2648,2F,UB179,2020-07-26
5953,2977,16890806-7732,3A,UB179,2020-07-26
5954,2977,16271225-4412,3B,UB179,2020-07-26
5955,2978,16910613-5115,3C,UB179,2020-07-26
5956,2978,16990322-0029,3D,UB179,2020-07-26
5957,2979,16930417-0237,3E,UB179,2020-07-26
5958,2979,16520703-3324,3F,UB179,2020-07-26
5959,2980,16470315-5103,1A,DD741,2020-05-01
5960,2980,16910606-5783,1B,DD741,2020-05-01
5961,2981,16190219-6698,1C,DD741,2020-05-01
5962,2981,16100528-7683,1D,DD741,2020-05-01
5963,2982,16440526-2314,1E,DD741,2020-05-01
5964,2982,16980712-2024,1F,DD741,2020-05-01
5965,2983,16490904-1982,2A,DD741,2020-05-01
5966,2983,16711124-7495,2B,DD741,2020-05-01
5967,2984,16150310-2319,2C,DD741,2020-05-01
5968,2984,16940122-5850,2D,DD741,2020-05-01
5969,2985,16111009-2648,2E,DD741,2020-05-01
5970,2985,16131128-1933,2F,DD741,2020-05-01
5971,2986,16191226-6457,3A,DD741,2020-05-01
5972,2986,16780520-7797,3B,DD741,2020-05-01
5973,2987,16890806-7732,3C,DD741,2020-05-01
5974,2987,16920216-8358,3D,DD741,2020-05-01
5975,2988,16510109-6732,3E,DD741,2020-05-01
5976,2988,16050402-0173,3F,DD741,2020-05-01
5977,2989,16381206-7498,1A,WM171,2020-08-07
5978,2989,16920609-4733,1B,WM171,2020-08-07
5979,2990,16131128-1933,1C,WM171,2020-08-07
5980,2990,16050402-0173,1D,WM171,2020-08-07
5981,2991,16560308-7742,1E,WM171,2020-08-07
5982,2991,16271225-4412,1F,WM171,2020-08-07
5983,2992,16920216-8358,2A,WM171,2020-08-07
